date,montant,type_transaction,id_client,region,frequence_transaction,souscrit_offre
2035-11-15,7160,retrait,156,Bouaké,14,0
2032-04-29,1370,dépôt,154,Bouaké,12,0
2026-03-21,829,retrait,91,Abidjan,7,1
2034-02-26,7554,paiement,184,Yamoussoukro,1,0
2026-12-09,2596,paiement,173,Yamoussoukro,10,1
2029-01-19,9229,paiement,172,Yamoussoukro,21,0
2028-06-18,7290,paiement,76,Yamoussoukro,20,0
2033-06-30,1183,dépôt,144,Yamoussoukro,4,0
2035-03-25,4850,dépôt,49,Abidjan,18,1
2041-03-27,8010,paiement,133,Abidjan,21,1
2024-07-01,1390,paiement,30,Yamoussoukro,7,0
2039-05-07,7695,dépôt,124,Abidjan,4,0
2032-03-11,5645,retrait,166,Abidjan,17,0
2031-09-21,5129,paiement,153,Bouaké,29,0
2027-04-11,7157,retrait,128,San-Pédro,22,0
2023-06-22,679,dépôt,134,Bouaké,23,1
2036-07-08,7139,paiement,149,Yamoussoukro,17,1
2032-11-23,9212,dépôt,152,Abidjan,25,0
2032-08-20,6498,paiement,64,Yamoussoukro,5,0
2036-09-20,8771,paiement,40,Yamoussoukro,4,1
2027-05-13,335,retrait,162,Yamoussoukro,9,0
2037-11-19,435,paiement,37,San-Pédro,1,0
2028-02-26,4806,dépôt,101,Bouaké,14,0
2044-11-15,2546,paiement,10,Bouaké,6,0
2044-07-11,7413,paiement,137,Yamoussoukro,20,1
2036-02-22,4577,retrait,151,Yamoussoukro,27,0
2041-03-04,9535,dépôt,67,San-Pédro,5,0
2037-06-30,6904,retrait,163,San-Pédro,27,0
2041-03-14,5468,retrait,179,Bouaké,4,0
2042-11-30,5527,dépôt,61,Abidjan,7,0
2025-11-04,8199,retrait,183,Yamoussoukro,17,1
2023-11-20,8346,paiement,109,Abidjan,5,0
2034-03-05,2907,retrait,134,Abidjan,21,0
2036-07-22,5559,dépôt,185,Abidjan,12,0
2036-01-20,9001,retrait,69,Bouaké,29,1
2025-06-12,1529,dépôt,145,Yamoussoukro,5,1
2029-05-06,3551,dépôt,55,Bouaké,11,1
2036-12-18,4587,retrait,150,Yamoussoukro,1,0
2023-11-21,1676,dépôt,71,San-Pédro,14,0
2026-04-30,4920,dépôt,128,San-Pédro,26,1
2042-09-23,8047,paiement,67,Abidjan,27,0
2033-12-11,2784,retrait,11,Abidjan,13,1
2035-06-06,5466,paiement,162,Yamoussoukro,10,1
2042-12-08,657,dépôt,131,Yamoussoukro,19,0
2044-05-24,9983,retrait,64,Bouaké,22,0
2026-02-03,1437,dépôt,116,Bouaké,22,0
2037-04-13,3007,paiement,100,Yamoussoukro,25,0
2039-04-22,9370,paiement,125,Abidjan,20,0
2042-04-22,9958,retrait,25,Abidjan,22,1
2024-10-26,3977,retrait,25,Bouaké,24,0
2032-02-11,4667,paiement,182,Abidjan,4,1
2041-08-11,665,paiement,101,Yamoussoukro,17,1
2023-07-28,8030,dépôt,147,Yamoussoukro,14,0
2042-05-05,3225,paiement,173,San-Pédro,29,0
2025-01-17,3189,dépôt,3,Abidjan,17,1
2027-10-06,4239,dépôt,145,Abidjan,7,0
2025-03-09,2616,dépôt,144,Bouaké,15,1
2023-03-30,7109,retrait,186,San-Pédro,8,1
2025-01-04,4460,dépôt,23,Abidjan,4,0
2038-09-12,9710,paiement,58,Yamoussoukro,23,0
2032-12-28,1888,paiement,63,San-Pédro,15,1
2030-05-13,920,retrait,123,Abidjan,10,0
2026-03-20,1248,dépôt,75,Yamoussoukro,17,0
2031-08-09,6704,dépôt,121,San-Pédro,12,1
2037-03-15,5963,paiement,102,San-Pédro,29,1
2026-02-27,682,retrait,7,Bouaké,5,1
2023-07-18,3248,paiement,149,Abidjan,22,1
2044-07-15,983,retrait,198,San-Pédro,1,0
2043-05-26,7090,dépôt,42,Yamoussoukro,12,1
2026-01-02,9941,retrait,115,Abidjan,2,1
2024-07-02,6797,retrait,176,Yamoussoukro,25,1
2044-09-12,2099,dépôt,37,Yamoussoukro,9,1
2041-11-09,2511,paiement,179,Abidjan,17,0
2041-05-26,2674,dépôt,100,Abidjan,8,0
2036-06-22,8035,paiement,69,San-Pédro,14,0
2026-08-14,7794,paiement,158,Bouaké,27,0
2034-05-20,7187,retrait,35,Abidjan,21,1
2041-10-15,2372,paiement,107,Yamoussoukro,7,0
2030-04-04,2956,dépôt,25,Yamoussoukro,3,1
2037-08-20,7225,dépôt,101,Yamoussoukro,2,0
2036-05-15,621,retrait,81,Bouaké,20,1
2037-05-01,6675,paiement,112,San-Pédro,6,1
2041-01-12,6276,retrait,21,Yamoussoukro,23,1
2044-04-27,6268,paiement,178,Yamoussoukro,26,0
2037-02-25,9068,dépôt,10,Bouaké,19,0
2042-12-27,9053,retrait,93,Bouaké,6,0
2041-06-02,9136,paiement,53,Bouaké,23,0
2029-03-18,5823,paiement,50,Abidjan,2,0
2027-07-30,6174,retrait,40,Yamoussoukro,1,0
2025-07-26,732,paiement,8,Bouaké,14,0
2042-04-09,7863,paiement,126,Abidjan,9,1
2030-04-24,5173,retrait,176,San-Pédro,2,1
2030-08-10,155,retrait,125,San-Pédro,29,0
2031-08-31,7617,dépôt,28,Abidjan,13,1
2035-11-06,1387,paiement,30,Abidjan,29,1
2036-10-23,417,paiement,11,Abidjan,20,0
2036-01-24,4908,dépôt,37,Yamoussoukro,11,0
2034-12-25,8449,retrait,8,Abidjan,9,0
2036-01-19,7375,retrait,113,Yamoussoukro,25,0
2034-10-11,8478,dépôt,61,Yamoussoukro,11,1
2036-09-08,6063,paiement,187,Bouaké,24,1
2032-08-29,4427,paiement,70,Abidjan,2,0
2041-08-17,2176,retrait,71,Abidjan,7,1
2024-09-12,5452,retrait,175,Bouaké,19,1
2026-12-23,9341,paiement,49,Yamoussoukro,26,1
2043-08-12,3575,dépôt,88,Abidjan,6,0
2034-04-05,8879,paiement,15,Bouaké,10,1
2036-04-19,7127,dépôt,98,San-Pédro,27,0
2024-04-23,7329,dépôt,37,Yamoussoukro,18,1
2026-09-14,840,dépôt,33,Yamoussoukro,15,0
2035-04-28,5025,dépôt,112,San-Pédro,21,0
2028-03-09,3928,paiement,160,Yamoussoukro,29,0
2038-09-27,9124,dépôt,160,San-Pédro,28,1
2027-09-15,8680,dépôt,115,Bouaké,17,1
2032-08-02,6808,dépôt,130,San-Pédro,17,0
2027-11-04,1889,paiement,171,Yamoussoukro,3,0
2025-10-30,7743,retrait,89,Bouaké,9,1
2032-05-06,2459,retrait,76,Bouaké,16,0
2023-10-14,1678,paiement,61,Bouaké,29,1
2024-07-04,5358,retrait,134,Bouaké,7,0
2044-06-11,3850,retrait,80,Bouaké,17,0
2041-05-12,1802,paiement,122,Bouaké,26,0
2035-06-24,9481,paiement,104,San-Pédro,29,1
2038-02-07,8914,dépôt,44,Bouaké,18,1
2030-10-13,1370,paiement,150,San-Pédro,13,1
2027-11-19,8397,dépôt,80,Abidjan,18,0
2026-11-26,6499,dépôt,161,Bouaké,21,0
2041-03-03,836,dépôt,60,San-Pédro,24,1
2030-02-02,1654,retrait,42,San-Pédro,25,0
2037-03-22,4243,paiement,86,Yamoussoukro,20,0
2036-09-21,4874,paiement,46,Bouaké,1,0
2041-12-10,7901,dépôt,50,Abidjan,7,0
2039-04-04,3540,retrait,169,San-Pédro,18,1
2027-06-05,1770,retrait,2,Yamoussoukro,13,0
2039-03-10,8170,paiement,189,Abidjan,19,0
2040-10-14,3905,retrait,153,Yamoussoukro,5,1
2042-07-13,4604,dépôt,72,Yamoussoukro,19,0
2029-10-17,5987,paiement,74,Yamoussoukro,1,0
2030-04-05,7103,paiement,77,Yamoussoukro,9,1
2031-07-03,7698,retrait,60,San-Pédro,26,1
2027-11-20,1838,paiement,190,Abidjan,27,1
2027-04-25,3231,retrait,53,Abidjan,16,0
2036-05-18,6567,paiement,194,Bouaké,13,0
2035-09-14,7437,retrait,199,Abidjan,9,0
2024-12-02,7887,retrait,41,Abidjan,18,0
2035-09-10,8246,paiement,174,Yamoussoukro,19,1
2036-04-04,5740,dépôt,161,Yamoussoukro,19,0
2040-01-07,4029,dépôt,182,Abidjan,16,1
2034-08-17,8003,dépôt,163,Yamoussoukro,12,0
2042-01-21,9340,dépôt,98,San-Pédro,11,0
2029-11-26,8380,dépôt,134,Abidjan,5,0
2037-03-02,7958,retrait,62,San-Pédro,22,1
2029-06-12,9385,dépôt,157,San-Pédro,23,0
2035-12-23,6132,paiement,17,Bouaké,4,0
2025-04-13,5400,retrait,171,Bouaké,4,0
2029-02-03,8533,paiement,96,San-Pédro,16,0
2039-01-06,5492,dépôt,177,San-Pédro,20,0
2024-07-03,8476,dépôt,156,Abidjan,16,1
2025-10-17,959,paiement,190,Bouaké,29,1
2023-09-06,6716,retrait,190,Abidjan,23,0
2029-03-14,6530,paiement,5,Bouaké,4,0
2033-02-24,3357,retrait,3,Bouaké,3,0
2023-10-24,2276,dépôt,120,Bouaké,16,1
2030-04-17,2911,dépôt,181,Bouaké,10,0
2031-03-20,5761,retrait,17,Bouaké,17,1
2040-05-09,2753,dépôt,143,Abidjan,7,0
2029-05-07,4251,dépôt,86,Bouaké,29,1
2043-01-17,4907,paiement,104,Yamoussoukro,22,0
2023-04-11,6100,dépôt,31,Yamoussoukro,4,0
2035-09-04,7744,retrait,97,San-Pédro,15,0
2036-01-26,5905,dépôt,126,Yamoussoukro,10,1
2033-07-05,9423,retrait,147,Abidjan,26,0
2030-10-29,2101,retrait,58,Bouaké,8,1
2029-04-10,2702,dépôt,30,Bouaké,26,0
2024-06-16,5319,retrait,93,Yamoussoukro,19,1
2035-11-07,6271,retrait,186,Abidjan,6,0
2036-10-28,6441,dépôt,178,Abidjan,12,0
2032-03-24,6931,retrait,173,Abidjan,16,1
2026-10-02,8073,retrait,55,San-Pédro,20,0
2041-02-21,5903,retrait,149,Bouaké,18,1
2023-12-13,4424,retrait,105,Abidjan,6,0
2043-11-10,364,paiement,163,Bouaké,12,0
2033-08-08,8188,dépôt,3,Yamoussoukro,15,0
2033-07-23,5547,retrait,148,Abidjan,10,1
2040-02-23,6581,dépôt,92,Bouaké,24,0
2024-11-12,7677,paiement,130,Bouaké,15,1
2041-09-06,4841,dépôt,149,Bouaké,15,0
2032-03-12,1111,dépôt,80,Bouaké,6,1
2043-10-28,9779,paiement,1,Yamoussoukro,1,1
2040-07-05,4808,retrait,173,Abidjan,9,0
2040-10-04,8357,retrait,138,Bouaké,10,0
2027-04-16,9473,retrait,147,Abidjan,11,0
2034-07-24,5739,retrait,72,Yamoussoukro,14,0
2041-04-27,4161,retrait,95,Bouaké,8,0
2037-09-16,4244,paiement,21,Bouaké,18,1
2041-04-12,6149,retrait,24,Yamoussoukro,26,0
2036-11-12,9580,dépôt,37,Yamoussoukro,9,1
2041-02-22,8131,paiement,10,San-Pédro,14,0
2026-03-27,6320,retrait,105,Abidjan,22,0
2026-10-07,8465,retrait,180,Yamoussoukro,5,0
2043-06-30,3112,paiement,103,San-Pédro,11,0
2027-03-25,5533,dépôt,71,Abidjan,10,0
2028-06-15,9830,paiement,139,Bouaké,26,0
2040-07-31,2745,retrait,185,Yamoussoukro,26,0
2034-06-01,701,dépôt,115,Abidjan,16,0
2033-04-13,6089,retrait,32,San-Pédro,27,1
2039-03-06,5234,dépôt,188,San-Pédro,21,0
2037-05-02,5099,paiement,198,Abidjan,18,1
2041-02-13,2239,dépôt,179,San-Pédro,23,0
2023-03-26,3689,paiement,5,Abidjan,14,0
2039-01-13,3068,paiement,171,San-Pédro,17,1
2027-04-08,2745,retrait,106,Yamoussoukro,22,0
2033-03-10,8631,paiement,148,Bouaké,3,1
2032-11-29,3616,paiement,49,Yamoussoukro,22,0
2030-03-12,7098,dépôt,117,Yamoussoukro,4,0
2041-01-08,1995,dépôt,170,Bouaké,29,1
2024-02-23,7151,dépôt,44,Yamoussoukro,6,0
2038-05-10,2905,paiement,142,San-Pédro,28,0
2027-11-18,7724,retrait,71,Abidjan,20,0
2031-11-23,2495,retrait,16,San-Pédro,27,1
2041-04-14,4968,retrait,165,Bouaké,20,1
2036-08-02,5429,dépôt,67,Bouaké,9,0
2044-10-02,6998,paiement,2,San-Pédro,22,0
2023-10-21,4323,retrait,123,Abidjan,6,0
2039-01-05,9388,dépôt,127,Yamoussoukro,4,0
2032-12-26,1292,paiement,94,Bouaké,7,1
2042-04-01,2055,retrait,34,San-Pédro,25,0
2041-01-13,5828,paiement,10,Yamoussoukro,8,0
2038-11-16,2637,retrait,24,Bouaké,20,0
2043-08-23,5462,retrait,90,Bouaké,21,0
2030-05-08,107,paiement,95,Yamoussoukro,15,0
2026-02-23,1882,dépôt,14,Abidjan,24,1
2027-10-22,4866,retrait,161,San-Pédro,19,0
2041-08-22,953,paiement,22,Yamoussoukro,6,0
2027-09-18,5376,paiement,119,Bouaké,8,0
2040-08-01,2698,dépôt,40,Bouaké,8,1
2039-07-26,9604,retrait,119,Bouaké,23,1
2030-05-09,4053,dépôt,48,Bouaké,26,0
2032-08-28,6090,retrait,190,Bouaké,19,0
2030-01-15,2943,retrait,190,Yamoussoukro,9,1
2029-06-06,3892,retrait,177,Abidjan,11,1
2038-08-19,5731,retrait,172,San-Pédro,7,0
2035-03-13,8879,paiement,110,San-Pédro,8,0
2029-05-01,9822,paiement,72,Yamoussoukro,22,0
2042-04-14,5351,retrait,37,Bouaké,25,0
2044-04-24,3424,paiement,77,Bouaké,8,1
2037-02-05,787,retrait,196,San-Pédro,24,1
2041-02-25,6333,dépôt,121,Yamoussoukro,12,0
2034-03-26,2183,paiement,74,Yamoussoukro,15,1
2041-08-26,8053,retrait,45,San-Pédro,1,0
2036-06-09,3185,paiement,62,San-Pédro,29,0
2024-01-09,1328,dépôt,73,Bouaké,1,1
2040-03-11,6398,paiement,191,San-Pédro,23,1
2038-11-01,320,paiement,130,San-Pédro,10,0
2028-02-11,723,dépôt,56,Bouaké,14,0
2041-06-09,1341,dépôt,131,Yamoussoukro,22,0
2035-01-10,4799,dépôt,92,Bouaké,18,0
2037-12-12,7868,dépôt,175,San-Pédro,1,0
2027-10-13,9348,retrait,150,San-Pédro,20,0
2029-09-07,8030,retrait,47,Abidjan,18,1
2036-02-08,7038,retrait,18,Abidjan,13,0
2034-11-17,163,paiement,76,San-Pédro,18,0
2034-08-22,171,dépôt,197,Abidjan,17,0
2029-04-07,474,paiement,43,Bouaké,22,0
2031-04-22,6235,dépôt,73,Yamoussoukro,11,1
2030-03-23,4991,paiement,191,San-Pédro,29,0
2026-10-25,544,retrait,93,Abidjan,12,0
2025-03-23,3656,paiement,96,San-Pédro,12,1
2036-11-08,4245,paiement,123,Bouaké,16,0
2028-02-02,4043,paiement,109,San-Pédro,1,0
2028-02-13,5130,dépôt,155,San-Pédro,22,0
2039-09-24,4521,dépôt,91,San-Pédro,28,0
2030-11-14,3258,paiement,150,Abidjan,29,0
2035-01-05,6416,dépôt,8,Yamoussoukro,15,0
2036-01-22,5943,retrait,43,San-Pédro,10,1
2040-06-04,7427,dépôt,190,Abidjan,21,0
2042-11-11,1983,paiement,124,Yamoussoukro,3,0
2029-04-02,4884,retrait,92,Bouaké,6,1
2027-09-17,8122,dépôt,194,Abidjan,27,0
2035-07-25,135,dépôt,25,Yamoussoukro,9,1
2032-09-02,1035,retrait,74,Bouaké,9,0
2042-11-22,9398,dépôt,92,Bouaké,3,0
2025-07-10,3800,dépôt,67,Bouaké,10,0
2023-11-19,2294,retrait,99,San-Pédro,11,0
2042-10-01,3320,retrait,82,Abidjan,17,1
2041-12-05,2759,dépôt,62,San-Pédro,1,1
2039-12-11,1201,paiement,137,Abidjan,2,1
2032-07-01,4468,paiement,171,Abidjan,21,0
2037-09-10,3188,paiement,122,Yamoussoukro,25,1
2044-09-18,1678,retrait,7,Abidjan,23,0
2043-12-20,3497,dépôt,72,Yamoussoukro,18,1
2036-09-02,5167,dépôt,134,Bouaké,8,0
2023-08-20,6181,retrait,88,Abidjan,7,0
2028-04-25,8182,retrait,36,Abidjan,27,0
2041-11-02,8893,paiement,98,San-Pédro,3,1
2042-10-29,720,retrait,72,Bouaké,15,0
2025-12-15,3859,retrait,64,Abidjan,26,0
2044-11-05,9405,retrait,57,Bouaké,12,1
2026-01-20,1808,dépôt,129,San-Pédro,25,1
2039-09-07,3569,dépôt,189,Yamoussoukro,29,0
2041-09-15,9366,paiement,109,San-Pédro,6,0
2027-01-07,3454,dépôt,184,Abidjan,11,0
2038-10-17,8044,paiement,70,Bouaké,11,1
2038-08-24,3304,dépôt,117,Bouaké,2,1
2027-04-28,9560,paiement,179,Abidjan,12,0
2042-01-19,5809,paiement,117,San-Pédro,25,0
2041-10-14,4172,dépôt,66,Bouaké,15,1
2028-10-27,6110,dépôt,169,Bouaké,7,0
2039-12-25,9593,retrait,32,Bouaké,20,0
2026-12-21,9485,dépôt,79,San-Pédro,11,0
2036-11-15,5592,dépôt,124,Abidjan,21,1
2031-05-08,536,paiement,159,Abidjan,23,0
2036-09-16,1070,dépôt,176,Abidjan,3,0
2037-08-03,4948,retrait,181,Abidjan,25,1
2043-10-24,4353,retrait,90,San-Pédro,16,0
2039-10-12,9827,dépôt,149,Yamoussoukro,17,0
2044-06-03,9359,paiement,12,Yamoussoukro,20,0
2037-10-11,5042,retrait,158,San-Pédro,22,1
2027-01-28,7927,paiement,45,Bouaké,15,0
2042-12-05,211,retrait,172,Abidjan,29,1
2038-01-10,4386,dépôt,47,San-Pédro,13,1
2037-06-10,296,retrait,61,Bouaké,14,0
2044-06-06,212,dépôt,196,San-Pédro,18,0
2038-06-19,9030,retrait,107,Yamoussoukro,20,0
2030-09-26,8657,dépôt,45,San-Pédro,2,1
2027-02-23,6594,paiement,152,Abidjan,11,0
2023-09-23,3376,retrait,14,Yamoussoukro,18,0
2023-01-01,2442,dépôt,157,Yamoussoukro,11,0
2026-12-22,5549,retrait,196,Yamoussoukro,21,0
2032-11-17,7157,retrait,24,San-Pédro,21,0
2036-08-22,8520,dépôt,103,Abidjan,19,0
2030-12-09,8308,paiement,52,Yamoussoukro,15,0
2044-05-21,5845,retrait,114,Abidjan,21,1
2025-04-18,8983,retrait,1,Bouaké,3,0
2023-01-15,1591,retrait,126,San-Pédro,8,1
2033-09-23,6421,dépôt,194,Abidjan,21,0
2035-08-23,3219,dépôt,165,Abidjan,3,1
2043-03-13,6436,paiement,3,San-Pédro,6,0
2042-01-26,2009,dépôt,29,Bouaké,29,1
2023-01-09,4851,dépôt,159,Bouaké,1,1
2040-10-22,2924,paiement,1,Yamoussoukro,28,1
2030-12-15,6424,paiement,32,Bouaké,18,0
2029-02-27,8521,paiement,156,Abidjan,20,1
2025-11-05,1819,paiement,28,Bouaké,1,0
2033-09-10,1520,paiement,121,Yamoussoukro,26,0
2039-07-10,2401,retrait,112,Yamoussoukro,20,1
2032-11-25,4903,retrait,158,Yamoussoukro,16,0
2044-02-01,8307,paiement,138,Yamoussoukro,2,0
2033-01-28,647,paiement,38,Bouaké,12,0
2023-12-06,6296,paiement,88,Bouaké,10,1
2023-05-02,142,retrait,120,San-Pédro,3,0
2037-12-11,5297,dépôt,46,San-Pédro,22,0
2040-07-09,2074,retrait,141,San-Pédro,5,0
2025-12-26,1017,paiement,142,Bouaké,10,1
2040-07-21,6756,paiement,146,Bouaké,4,0
2026-10-04,4204,dépôt,21,Bouaké,25,0
2039-06-27,2423,paiement,44,Bouaké,29,0
2026-08-10,4881,dépôt,81,Abidjan,19,0
2024-09-14,5335,paiement,77,Yamoussoukro,3,0
2026-11-20,9950,dépôt,163,Yamoussoukro,8,1
2039-08-12,632,dépôt,21,Bouaké,5,0
2044-09-01,7192,paiement,77,San-Pédro,14,1
2029-11-04,8638,retrait,158,Bouaké,17,0
2034-11-07,425,dépôt,37,Bouaké,19,0
2033-03-09,7833,dépôt,26,Yamoussoukro,29,0
2036-09-07,1396,retrait,110,San-Pédro,2,0
2031-08-10,5036,retrait,9,San-Pédro,22,1
2026-11-11,5571,retrait,26,Bouaké,6,1
2035-04-10,4263,paiement,157,Yamoussoukro,20,0
2030-09-22,3004,dépôt,152,Abidjan,19,1
2025-06-08,9083,dépôt,8,Bouaké,20,1
2040-02-13,5771,dépôt,3,Abidjan,12,1
2042-06-18,5342,paiement,108,Bouaké,8,0
2042-06-26,3342,paiement,174,Abidjan,26,0
2043-08-20,9843,retrait,64,Yamoussoukro,15,0
2044-07-28,8389,dépôt,17,Bouaké,27,0
2036-03-11,1384,dépôt,115,Abidjan,18,0
2023-07-16,3956,retrait,12,San-Pédro,6,1
2040-08-17,6113,paiement,126,Abidjan,6,0
2034-02-07,3983,retrait,157,Bouaké,19,0
2024-02-20,6230,paiement,65,Yamoussoukro,17,0
2031-10-23,553,retrait,5,Bouaké,23,0
2042-09-30,3625,retrait,82,Bouaké,7,0
2035-10-08,2685,retrait,10,Bouaké,11,0
2024-03-08,8058,paiement,96,San-Pédro,17,0
2039-12-15,9230,paiement,156,San-Pédro,15,1
2033-10-14,9464,paiement,58,Abidjan,14,0
2032-06-16,4690,dépôt,176,Bouaké,24,0
2043-08-30,9538,dépôt,161,San-Pédro,3,0
2033-03-23,1915,paiement,127,Abidjan,14,0
2028-11-27,5154,retrait,152,Bouaké,22,0
2037-11-13,1088,retrait,155,Yamoussoukro,29,0
2026-01-13,7115,dépôt,54,San-Pédro,22,0
2038-05-30,6745,retrait,33,Bouaké,2,0
2044-05-31,9776,retrait,167,Bouaké,6,0
2029-03-30,210,paiement,142,Yamoussoukro,10,0
2041-05-18,4030,dépôt,133,Yamoussoukro,21,0
2042-10-13,8088,paiement,69,San-Pédro,26,0
2031-05-30,436,retrait,170,Bouaké,19,0
2026-04-10,8502,dépôt,120,Yamoussoukro,16,1
2032-07-13,7966,dépôt,18,San-Pédro,21,0
2038-09-30,1735,paiement,69,Abidjan,13,0
2024-08-27,3332,dépôt,39,San-Pédro,23,0
2031-07-05,1527,retrait,17,San-Pédro,3,0
2025-05-30,4884,dépôt,99,Abidjan,25,0
2026-05-04,4805,dépôt,47,Bouaké,3,0
2030-04-02,1065,paiement,67,San-Pédro,17,1
2029-09-23,4735,dépôt,75,San-Pédro,8,0
2040-06-06,8812,dépôt,143,Yamoussoukro,20,0
2038-10-29,5570,paiement,99,San-Pédro,9,0
2037-01-10,4029,paiement,79,Abidjan,22,0
2034-11-04,6973,retrait,73,Abidjan,27,1
2041-10-05,6356,dépôt,198,Abidjan,6,1
2037-09-01,9569,dépôt,12,Bouaké,3,1
2028-03-12,7565,retrait,99,Yamoussoukro,23,0
2033-11-28,5289,dépôt,62,San-Pédro,15,0
2027-09-03,9051,dépôt,151,Bouaké,14,0
2026-03-04,4510,retrait,76,Abidjan,9,0
2042-04-17,4469,retrait,169,Abidjan,20,0
2034-03-10,9747,paiement,112,San-Pédro,4,0
2040-03-18,2627,dépôt,92,Yamoussoukro,3,0
2034-12-22,7265,retrait,96,Yamoussoukro,1,1
2030-03-14,6399,paiement,11,Yamoussoukro,18,0
2044-05-14,6292,paiement,101,Yamoussoukro,29,0
2037-06-24,5662,dépôt,70,Abidjan,1,1
2034-12-31,6114,dépôt,191,Abidjan,19,0
2028-02-14,9502,dépôt,6,Yamoussoukro,22,0
2038-12-02,1195,dépôt,16,Bouaké,24,1
2028-02-08,2201,dépôt,79,San-Pédro,1,0
2035-06-04,5102,retrait,177,Abidjan,9,0
2043-05-19,1027,retrait,98,Abidjan,6,1
2031-03-17,5174,retrait,114,Abidjan,8,0
2025-06-23,6922,paiement,93,Bouaké,7,0
2026-12-17,6782,paiement,142,Bouaké,3,0
2043-07-19,8290,dépôt,152,Bouaké,10,0
2036-03-23,6076,paiement,70,Abidjan,25,1
2028-03-01,908,paiement,14,San-Pédro,10,1
2044-05-12,5130,dépôt,62,Yamoussoukro,8,0
2039-03-26,3002,paiement,145,Bouaké,19,0
2037-04-07,6431,paiement,15,Yamoussoukro,8,1
2027-04-15,9583,paiement,78,Bouaké,17,0
2033-05-23,2197,paiement,4,Bouaké,17,0
2043-08-17,8223,paiement,195,Bouaké,13,0
2034-07-11,564,dépôt,174,Yamoussoukro,3,0
2029-07-16,7165,dépôt,108,Bouaké,7,0
2039-10-23,5087,paiement,63,Abidjan,11,0
2031-10-27,4271,retrait,40,Yamoussoukro,8,1
2032-01-10,3335,paiement,142,Yamoussoukro,25,0
2030-03-08,7771,paiement,14,Yamoussoukro,25,0
2035-06-28,9979,paiement,32,Abidjan,3,0
2029-07-27,6185,retrait,43,San-Pédro,9,0
2037-05-24,3576,retrait,129,San-Pédro,19,0
2029-04-22,7573,retrait,1,Yamoussoukro,21,0
2036-06-14,3515,retrait,192,Bouaké,15,0
2037-03-21,6043,dépôt,43,San-Pédro,20,0
2034-10-12,6126,paiement,72,Bouaké,6,1
2039-11-06,4513,paiement,101,San-Pédro,4,1
2035-08-21,2910,dépôt,117,Yamoussoukro,18,0
2023-09-12,9811,paiement,40,San-Pédro,10,0
2037-06-17,2915,paiement,187,Bouaké,5,1
2026-01-18,9776,paiement,187,Abidjan,15,0
2029-03-10,6843,dépôt,145,Bouaké,26,0
2023-08-10,5491,dépôt,76,Bouaké,24,0
2023-09-25,7636,retrait,78,Bouaké,17,0
2023-04-18,2492,dépôt,33,Yamoussoukro,10,0
2035-12-11,5217,dépôt,129,San-Pédro,3,0
2026-05-11,6096,dépôt,155,San-Pédro,4,0
2030-10-06,6500,retrait,90,San-Pédro,8,1
2038-08-21,3798,retrait,21,Yamoussoukro,6,1
2042-12-21,7292,dépôt,74,Abidjan,9,1
2038-04-02,1146,dépôt,119,Abidjan,12,0
2027-02-21,6758,paiement,6,San-Pédro,15,0
2036-10-14,5648,dépôt,181,Yamoussoukro,11,0
2031-10-09,4473,retrait,144,Abidjan,24,1
2023-10-31,153,dépôt,97,San-Pédro,6,1
2035-02-15,9748,paiement,196,Yamoussoukro,15,1
2034-03-25,9138,paiement,70,Yamoussoukro,17,1
2033-02-10,2770,paiement,62,Bouaké,21,0
2036-07-13,1722,paiement,51,San-Pédro,3,1
2043-02-26,150,paiement,198,Yamoussoukro,25,0
2026-04-25,1496,paiement,51,Abidjan,20,0
2037-07-13,2882,retrait,90,Yamoussoukro,19,0
2031-02-05,9715,paiement,168,San-Pédro,27,0
2041-12-11,2715,paiement,176,Yamoussoukro,2,0
2026-12-07,1953,paiement,179,Yamoussoukro,16,1
2039-05-16,2779,dépôt,174,Bouaké,12,0
2044-03-24,7458,retrait,40,Bouaké,19,0
2038-01-14,3861,retrait,186,Yamoussoukro,4,0
2024-01-12,653,paiement,8,Yamoussoukro,19,0
2030-05-12,212,dépôt,56,Yamoussoukro,16,0
2028-10-16,5622,paiement,15,Bouaké,14,0
2042-10-07,3655,paiement,57,Bouaké,10,0
2025-01-25,7697,retrait,47,Bouaké,20,0
2023-10-19,6740,paiement,189,Abidjan,1,0
2031-03-15,9673,retrait,182,Yamoussoukro,2,0
2034-02-10,5342,paiement,86,Yamoussoukro,26,0
2027-03-24,8132,retrait,95,San-Pédro,28,1
2034-05-23,337,dépôt,180,Bouaké,5,0
2023-07-08,757,dépôt,149,Bouaké,10,1
2036-06-26,781,paiement,179,Yamoussoukro,25,0
2026-04-16,5155,dépôt,144,Bouaké,4,0
2043-06-23,1595,retrait,184,Bouaké,1,0
2040-12-15,5320,dépôt,158,Abidjan,7,0
2027-03-17,3796,dépôt,52,Bouaké,14,0
2043-10-15,8405,retrait,198,San-Pédro,26,1
2035-08-03,5958,dépôt,59,Abidjan,22,0
2024-05-16,8228,retrait,181,Yamoussoukro,9,0
2035-10-24,4210,paiement,116,Abidjan,11,0
2031-07-04,9850,paiement,185,Bouaké,12,0
2030-04-01,5744,dépôt,10,Bouaké,10,1
2027-03-20,8132,retrait,74,Bouaké,12,0
2033-11-24,5169,paiement,50,Yamoussoukro,6,1
